Date,Time,CO(GT),T
2004-03-16 19:00:00,19:00:00,3.9,21.349999904633
2004-03-16 20:00:00,20:00:00,3.2,20.425000190735
2004-03-16 21:00:00,21:00:00,5.1,19.025000095367
2004-03-16 22:00:00,22:00:00,2.6,17.925000190735
2004-03-16 23:00:00,23:00:00,1.7,16.700000286102
2004-03-17 00:00:00,00:00:00,1.7,15.524999856949
2004-03-17 01:00:00,01:00:00,1.2,15.475000143051
2004-03-17 02:00:00,02:00:00,0.9,14.125
2004-03-17 03:00:00,03:00:00,0.7,13.050000190735
2004-03-17 04:00:00,04:00:00,-200.0,12.650000333786
2004-03-17 05:00:00,05:00:00,0.5,11.824999809265
2004-03-17 06:00:00,06:00:00,0.5,11.900000095367
2004-03-17 07:00:00,07:00:00,1.6,9.9000000953674
2004-03-17 08:00:00,08:00:00,4.1,11.125
2004-03-17 09:00:00,09:00:00,6.6,14.124999761581
2004-03-17 10:00:00,10:00:00,4.3,17.699999809265
2004-03-17 11:00:00,11:00:00,2.9,21.10000038147
2004-03-17 12:00:00,12:00:00,2.5,24.300000190735
2004-03-17 13:00:00,13:00:00,2.8,25.575000286102
2004-03-17 14:00:00,14:00:00,2.6,25.85000038147
2004-03-17 15:00:00,15:00:00,2.0,26.824999809265
2004-03-17 16:00:00,16:00:00,2.9,29.275000095367
2004-03-17 17:00:00,17:00:00,2.5,28.5
2004-03-17 18:00:00,18:00:00,5.0,25.85000038147
2004-03-17 19:00:00,19:00:00,7.6,23.125
2004-03-17 20:00:00,20:00:00,6.7,20.52499961853
2004-03-17 21:00:00,21:00:00,5.7,19.050000190735
2004-03-17 22:00:00,22:00:00,2.8,17.150000095367
2004-03-17 23:00:00,23:00:00,2.6,16.025000095367
2004-03-18 00:00:00,00:00:00,2.3,14.799999952316
2004-03-18 01:00:00,01:00:00,1.4,14.274999856949
2004-03-18 02:00:00,02:00:00,1.0,14.75
2004-03-18 03:00:00,03:00:00,0.7,13.875
2004-03-18 04:00:00,04:00:00,-200.0,11.599999904633
2004-03-18 05:00:00,05:00:00,0.6,12.0
2004-03-18 06:00:00,06:00:00,0.7,10.949999809265
2004-03-18 07:00:00,07:00:00,1.5,10.575000047684
2004-03-18 08:00:00,08:00:00,4.7,11.475000143051
2004-03-18 09:00:00,09:00:00,6.6,14.275000333786
2004-03-18 10:00:00,10:00:00,4.5,17.849999904633
2004-03-18 11:00:00,11:00:00,2.8,20.800000667572
2004-03-18 12:00:00,12:00:00,2.2,23.849999904633
2004-03-18 13:00:00,13:00:00,2.2,24.150000095367
2004-03-18 14:00:00,14:00:00,2.3,25.150000572205
2004-03-18 15:00:00,15:00:00,2.2,27.03333346049
2004-03-18 16:00:00,16:00:00,2.8,27.125000476837
2004-03-18 17:00:00,17:00:00,2.7,25.800000190735
2004-03-18 18:00:00,18:00:00,3.7,23.049999713898
2004-03-18 19:00:00,19:00:00,5.1,20.724999904633
2004-03-18 20:00:00,20:00:00,5.1,18.599999904633
2004-03-18 21:00:00,21:00:00,3.2,16.049999713898
2004-03-18 22:00:00,22:00:00,2.1,14.450000047684
2004-03-18 23:00:00,23:00:00,1.7,13.050000190735
2004-03-19 00:00:00,00:00:00,2.0,11.974999666214
2004-03-19 01:00:00,01:00:00,1.6,11.949999809265
2004-03-19 02:00:00,02:00:00,0.9,12.525000095367
2004-03-19 03:00:00,03:00:00,0.7,12.525000095367
2004-03-19 04:00:00,04:00:00,-200.0,12.324999809265
2004-03-19 05:00:00,05:00:00,0.5,12.450000047684
2004-03-19 06:00:00,06:00:00,0.7,12.349999666214
2004-03-19 07:00:00,07:00:00,1.5,12.424999713898
2004-03-19 08:00:00,08:00:00,4.8,13.025000095367
2004-03-19 09:00:00,09:00:00,6.2,13.600000143051
2004-03-19 10:00:00,10:00:00,4.0,13.899999856949
2004-03-19 11:00:00,11:00:00,3.3,14.474999904633
2004-03-19 12:00:00,12:00:00,2.8,15.475000143051
2004-03-19 13:00:00,13:00:00,3.0,16.124999761581
2004-03-19 14:00:00,14:00:00,3.3,16.275000095367
2004-03-19 15:00:00,15:00:00,3.5,16.39999961853
2004-03-19 16:00:00,16:00:00,4.0,16.050000190735
2004-03-19 17:00:00,17:00:00,4.6,16.0
2004-03-19 18:00:00,18:00:00,4.1,15.849999904633
2004-03-19 19:00:00,19:00:00,4.5,15.475000143051
2004-03-19 20:00:00,20:00:00,3.9,15.424999952316
2004-03-19 21:00:00,21:00:00,4.0,15.200000047684
2004-03-19 22:00:00,22:00:00,2.2,14.700000047684
2004-03-19 23:00:00,23:00:00,2.1,14.174999952316
2004-03-20 00:00:00,00:00:00,1.7,13.775000095367
2004-03-20 01:00:00,01:00:00,1.6,13.899999856949
2004-03-20 02:00:00,02:00:00,1.3,13.874999761581
2004-03-20 03:00:00,03:00:00,1.3,13.824999809265
2004-03-20 04:00:00,04:00:00,-200.0,13.799999952316
2004-03-20 05:00:00,05:00:00,0.8,13.625000238419
2004-03-20 06:00:00,06:00:00,0.8,13.574999809265
2004-03-20 07:00:00,07:00:00,1.1,13.450000047684
2004-03-20 08:00:00,08:00:00,2.1,13.75
2004-03-20 09:00:00,09:00:00,2.4,14.599999904633
2004-03-20 10:00:00,10:00:00,2.6,15.025000095367
2004-03-20 11:00:00,11:00:00,2.8,15.400000095367
2004-03-20 12:00:00,12:00:00,2.6,16.250000476837
2004-03-20 13:00:00,13:00:00,2.6,17.14999961853
2004-03-20 14:00:00,14:00:00,2.1,19.049999713898
2004-03-20 15:00:00,15:00:00,1.7,19.500000476837
2004-03-20 16:00:00,16:00:00,1.6,19.500000476837
2004-03-20 17:00:00,17:00:00,2.1,19.050000190735
2004-03-20 18:00:00,18:00:00,2.3,18.474999427795
2004-03-20 19:00:00,19:00:00,3.5,17.375000476837
2004-03-20 20:00:00,20:00:00,3.9,17.099999904633
2004-03-20 21:00:00,21:00:00,3.3,16.424999713898
2004-03-20 22:00:00,22:00:00,2.3,16.22500038147
2004-03-20 23:00:00,23:00:00,2.1,15.924999952316
2004-03-21 00:00:00,00:00:00,2.8,15.724999904633
2004-03-21 01:00:00,01:00:00,2.1,15.125
2004-03-21 02:00:00,02:00:00,1.6,15.575000047684
2004-03-21 03:00:00,03:00:00,1.6,15.200000047684
2004-03-21 04:00:00,04:00:00,-200.0,15.375
2004-03-21 05:00:00,05:00:00,1.1,14.900000095367
2004-03-21 06:00:00,06:00:00,0.7,14.46666653951
2004-03-21 07:00:00,07:00:00,0.8,14.150000095367
2004-03-21 08:00:00,08:00:00,1.2,14.474999904633
2004-03-21 09:00:00,09:00:00,1.4,15.299999952316
2004-03-21 10:00:00,10:00:00,1.7,16.325000286102
2004-03-21 11:00:00,11:00:00,1.8,18.874999523163
2004-03-21 12:00:00,12:00:00,1.8,19.375
2004-03-21 13:00:00,13:00:00,1.9,20.775000095367
2004-03-21 14:00:00,14:00:00,1.3,21.375
2004-03-21 15:00:00,15:00:00,1.6,21.224999904633
2004-03-21 16:00:00,16:00:00,1.9,20.27499961853
2004-03-21 17:00:00,17:00:00,2.3,19.400000095367
2004-03-21 18:00:00,18:00:00,3.8,18.52499961853
2004-03-21 19:00:00,19:00:00,3.5,17.775000095367
2004-03-21 20:00:00,20:00:00,4.3,17.89999961853
2004-03-21 21:00:00,21:00:00,2.8,17.425000190735
2004-03-21 22:00:00,22:00:00,1.9,16.97500038147
2004-03-21 23:00:00,23:00:00,1.9,16.39999961853
2004-03-22 00:00:00,00:00:00,1.7,16.125000476837
2004-03-22 01:00:00,01:00:00,1.5,15.824999809265
2004-03-22 02:00:00,02:00:00,0.6,16.325000524521
2004-03-22 03:00:00,03:00:00,0.4,16.924999713898
2004-03-22 04:00:00,04:00:00,-200.0,16.100000143051
2004-03-22 05:00:00,05:00:00,0.3,16.525000095367
2004-03-22 06:00:00,06:00:00,0.6,16.375
2004-03-22 07:00:00,07:00:00,1.2,15.674999952316
2004-03-22 08:00:00,08:00:00,3.6,15.799999952316
2004-03-22 09:00:00,09:00:00,3.7,17.375
2004-03-22 10:00:00,10:00:00,1.8,17.900000095367
2004-03-22 11:00:00,11:00:00,1.6,18.549999713898
2004-03-22 12:00:00,12:00:00,1.9,21.0
2004-03-22 13:00:00,13:00:00,2.0,21.349999904633
2004-03-22 14:00:00,14:00:00,2.2,21.300000190735
2004-03-22 15:00:00,15:00:00,2.1,21.25
2004-03-22 16:00:00,16:00:00,2.3,21.324999809265
2004-03-22 17:00:00,17:00:00,2.6,20.22500038147
2004-03-22 18:00:00,18:00:00,3.8,16.974999904633
2004-03-22 19:00:00,19:00:00,4.4,15.599999904633
2004-03-22 20:00:00,20:00:00,4.5,15.275000095367
2004-03-22 21:00:00,21:00:00,3.3,14.524999856949
2004-03-22 22:00:00,22:00:00,2.0,13.924999952316
2004-03-22 23:00:00,23:00:00,1.1,14.474999666214
2004-03-23 00:00:00,00:00:00,0.9,13.799999952316
2004-03-23 01:00:00,01:00:00,0.8,14.000000238419
2004-03-23 02:00:00,02:00:00,0.7,12.950000047684
2004-03-23 03:00:00,03:00:00,0.5,11.049999952316
2004-03-23 04:00:00,04:00:00,-200.0,10.075000286102
2004-03-23 05:00:00,05:00:00,0.3,8.8250002861023
2004-03-23 06:00:00,06:00:00,0.5,9.5750000476837
2004-03-23 07:00:00,07:00:00,1.1,9.7999999523163
2004-03-23 08:00:00,08:00:00,3.0,10.0
2004-03-23 09:00:00,09:00:00,3.8,11.150000095367
2004-03-23 10:00:00,10:00:00,3.4,12.0
2004-03-23 11:00:00,11:00:00,3.0,12.775000333786
2004-03-23 12:00:00,12:00:00,2.7,13.125
2004-03-23 13:00:00,13:00:00,3.5,13.75
2004-03-23 14:00:00,14:00:00,2.8,16.025000095367
2004-03-23 15:00:00,15:00:00,1.9,14.099999904633
2004-03-23 16:00:00,16:00:00,2.0,11.974999904633
2004-03-23 17:00:00,17:00:00,3.0,13.599999904633
2004-03-23 18:00:00,18:00:00,1.9,13.650000095367
2004-03-23 19:00:00,19:00:00,2.7,11.674999952316
2004-03-23 20:00:00,20:00:00,3.3,11.474999904633
2004-03-23 21:00:00,21:00:00,1.7,12.600000143051
2004-03-23 22:00:00,22:00:00,1.3,11.966666857402
2004-03-23 23:00:00,23:00:00,1.3,11.000000238419
2004-03-24 00:00:00,00:00:00,1.2,11.075000047684
2004-03-24 01:00:00,01:00:00,1.1,10.775000095367
2004-03-24 02:00:00,02:00:00,0.9,11.299999952316
2004-03-24 03:00:00,03:00:00,0.6,10.575000047684
2004-03-24 04:00:00,04:00:00,-200.0,10.225000143051
2004-03-24 05:00:00,05:00:00,0.6,10.875
2004-03-24 06:00:00,06:00:00,0.8,10.75
2004-03-24 07:00:00,07:00:00,1.2,10.375
2004-03-24 08:00:00,08:00:00,3.1,10.975000143051
2004-03-24 09:00:00,09:00:00,4.4,11.200000047684
2004-03-24 10:00:00,10:00:00,3.4,12.100000143051
2004-03-24 11:00:00,11:00:00,1.7,15.074999570847
2004-03-24 12:00:00,12:00:00,1.5,15.599999904633
2004-03-24 13:00:00,13:00:00,1.7,16.874999523163
2004-03-24 14:00:00,14:00:00,2.2,16.649999856949
2004-03-24 15:00:00,15:00:00,-200.0,11.325000047684
2004-03-24 16:00:00,16:00:00,2.7,9.625
2004-03-24 17:00:00,17:00:00,2.8,11.724999904633
2004-03-24 18:00:00,18:00:00,2.7,10.675000190735
2004-03-24 19:00:00,19:00:00,4.5,10.674999952316
2004-03-24 20:00:00,20:00:00,3.5,10.775000095367
2004-03-24 21:00:00,21:00:00,2.6,10.349999904633
2004-03-24 22:00:00,22:00:00,1.7,10.050000190735
2004-03-24 23:00:00,23:00:00,1.3,10.425000190735
2004-03-25 00:00:00,00:00:00,1.3,10.325000047684
2004-03-25 01:00:00,01:00:00,1.0,11.049999952316
2004-03-25 02:00:00,02:00:00,0.7,9.0999999046326
2004-03-25 03:00:00,03:00:00,0.7,9.4749999046326
2004-03-25 04:00:00,04:00:00,0.5,9.3249998092651
2004-03-25 05:00:00,05:00:00,0.5,9.8999998569489
2004-03-25 06:00:00,06:00:00,0.6,7.5500000715256
2004-03-25 07:00:00,07:00:00,1.1,8.0750002861023
2004-03-25 08:00:00,08:00:00,2.7,8.7249999046326
2004-03-25 09:00:00,09:00:00,3.5,8.5999999046326
2004-03-25 10:00:00,10:00:00,2.3,9.7000000476837
2004-03-25 11:00:00,11:00:00,1.6,11.0
2004-03-25 12:00:00,12:00:00,1.3,13.599999904633
2004-03-25 13:00:00,13:00:00,2.0,14.175000190735
2004-03-25 14:00:00,14:00:00,1.9,14.174999952316
2004-03-25 15:00:00,15:00:00,1.9,16.024999856949
2004-03-25 16:00:00,16:00:00,2.2,17.674999713898
2004-03-25 17:00:00,17:00:00,2.0,17.074999809265
2004-03-25 18:00:00,18:00:00,2.9,14.924999952316
2004-03-25 19:00:00,19:00:00,5.2,13.350000143051
2004-03-25 20:00:00,20:00:00,4.6,12.599999904633
2004-03-25 21:00:00,21:00:00,2.5,12.225000143051
2004-03-25 22:00:00,22:00:00,1.5,10.550000190735
2004-03-25 23:00:00,23:00:00,1.2,9.9250001907349
2004-03-26 00:00:00,00:00:00,1.7,9.625
2004-03-26 01:00:00,01:00:00,1.4,9.7000000476837
2004-03-26 02:00:00,02:00:00,1.2,9.4000000953674
2004-03-26 03:00:00,03:00:00,0.6,8.1750001907349
2004-03-26 04:00:00,04:00:00,0.7,7.9750001430511
2004-03-26 05:00:00,05:00:00,0.8,7.7250000238419
2004-03-26 06:00:00,06:00:00,0.9,7.9750002622604
2004-03-26 07:00:00,07:00:00,1.6,8.5000001192093
2004-03-26 08:00:00,08:00:00,3.4,9.7750000953674
2004-03-26 09:00:00,09:00:00,3.8,11.150000095367
2004-03-26 10:00:00,10:00:00,3.1,14.849999904633
2004-03-26 11:00:00,11:00:00,2.7,16.849999904633
2004-03-26 12:00:00,12:00:00,2.0,19.224999904633
2004-03-26 13:00:00,13:00:00,2.3,19.099999745687
2004-03-26 14:00:00,14:00:00,1.9,16.349999904633
2004-03-26 15:00:00,15:00:00,1.3,14.174999952316
2004-03-26 16:00:00,16:00:00,1.9,13.449999809265
2004-03-26 17:00:00,17:00:00,2.3,14.224999904633
2004-03-26 18:00:00,18:00:00,2.4,12.075000047684
2004-03-26 19:00:00,19:00:00,2.7,10.375
2004-03-26 20:00:00,20:00:00,2.6,10.0
2004-03-26 21:00:00,21:00:00,1.5,9.8250000476837
2004-03-26 22:00:00,22:00:00,1.2,9.6749999523163
2004-03-26 23:00:00,23:00:00,1.1,9.8500001430511
2004-03-27 00:00:00,00:00:00,1.5,9.400000333786
2004-03-27 01:00:00,01:00:00,1.0,8.625
2004-03-27 02:00:00,02:00:00,1.2,8.125
2004-03-27 03:00:00,03:00:00,1.1,7.8749998807907
2004-03-27 04:00:00,04:00:00,-200.0,7.3500000238419
2004-03-27 05:00:00,05:00:00,0.8,8.2499998807907
2004-03-27 06:00:00,06:00:00,0.9,6.3250000476837
2004-03-27 07:00:00,07:00:00,1.1,7.1500000953674
2004-03-27 08:00:00,08:00:00,1.5,7.1500000953674
2004-03-27 09:00:00,09:00:00,1.8,11.074999809265
2004-03-27 10:00:00,10:00:00,2.1,15.475000143051
2004-03-27 11:00:00,11:00:00,2.1,17.849999904633
2004-03-27 12:00:00,12:00:00,1.9,17.624999761581
2004-03-27 13:00:00,13:00:00,2.1,19.074999809265
2004-03-27 14:00:00,14:00:00,2.5,17.699999809265
2004-03-27 15:00:00,15:00:00,1.9,17.775000095367
2004-03-27 16:00:00,16:00:00,2.2,18.724999904633
2004-03-27 17:00:00,17:00:00,2.3,17.075000286102
2004-03-27 18:00:00,18:00:00,2.7,15.824999809265
2004-03-27 19:00:00,19:00:00,3.0,14.674999952316
2004-03-27 20:00:00,20:00:00,2.8,13.649999856949
2004-03-27 21:00:00,21:00:00,2.2,12.5
2004-03-27 22:00:00,22:00:00,1.6,11.849999904633
2004-03-27 23:00:00,23:00:00,2.1,10.924999952316
2004-03-28 00:00:00,00:00:00,2.3,10.875
2004-03-28 01:00:00,01:00:00,2.3,10.300000190735
2004-03-28 02:00:00,02:00:00,1.7,9.3000001907349
2004-03-28 03:00:00,03:00:00,2.2,8.2000000476837
2004-03-28 04:00:00,04:00:00,1.3,8.3000000715256
2004-03-28 05:00:00,05:00:00,0.8,9.6000001430511
2004-03-28 06:00:00,06:00:00,1.1,7.6750000715256
2004-03-28 07:00:00,07:00:00,1.4,7.4250000715256
2004-03-28 08:00:00,08:00:00,1.3,9.6500000953674
2004-03-28 09:00:00,09:00:00,1.9,12.5
2004-03-28 10:00:00,10:00:00,2.3,16.825000286102
2004-03-28 11:00:00,11:00:00,2.3,19.175000190735
2004-03-28 12:00:00,12:00:00,1.8,21.300000190735
2004-03-28 13:00:00,13:00:00,1.4,21.224999904633
2004-03-28 14:00:00,14:00:00,1.0,18.625
2004-03-28 15:00:00,15:00:00,1.4,18.049999713898
2004-03-28 16:00:00,16:00:00,1.3,18.199999809265
2004-03-28 17:00:00,17:00:00,1.3,17.049999713898
2004-03-28 18:00:00,18:00:00,1.4,15.625
2004-03-28 19:00:00,19:00:00,1.9,14.100000143051
2004-03-28 20:00:00,20:00:00,1.8,13.425000190735
2004-03-28 21:00:00,21:00:00,1.1,12.325000047684
2004-03-28 22:00:00,22:00:00,1.1,11.875
2004-03-28 23:00:00,23:00:00,1.1,11.5
2004-03-29 00:00:00,00:00:00,0.9,10.625000238419
2004-03-29 01:00:00,01:00:00,0.6,10.724999904633
2004-03-29 02:00:00,02:00:00,0.5,10.449999809265
2004-03-29 03:00:00,03:00:00,0.7,10.100000143051
2004-03-29 04:00:00,04:00:00,0.6,11.333333333333
2004-03-29 05:00:00,05:00:00,0.7,10.125
2004-03-29 06:00:00,06:00:00,0.9,9.8500001430511
2004-03-29 07:00:00,07:00:00,2.9,8.1000000238419
2004-03-29 08:00:00,08:00:00,4.1,10.925000190735
2004-03-29 09:00:00,09:00:00,1.5,11.775000095367
2004-03-29 10:00:00,10:00:00,1.5,13.850000143051
2004-03-29 11:00:00,11:00:00,1.5,15.575000286102
2004-03-29 12:00:00,12:00:00,1.4,16.500000238419
2004-03-29 13:00:00,13:00:00,1.6,17.474999904633
2004-03-29 14:00:00,14:00:00,1.5,17.900000095367
2004-03-29 15:00:00,15:00:00,1.4,18.150000095367
2004-03-29 16:00:00,16:00:00,1.5,17.974999427795
2004-03-29 17:00:00,17:00:00,1.9,16.999999523163
2004-03-29 18:00:00,18:00:00,2.5,16.10000038147
2004-03-29 19:00:00,19:00:00,2.1,14.549999952316
2004-03-29 20:00:00,20:00:00,1.6,13.225000143051
2004-03-29 21:00:00,21:00:00,1.2,13.125
2004-03-29 22:00:00,22:00:00,1.1,13.549999952316
2004-03-29 23:00:00,23:00:00,1.0,12.424999952316
2004-03-30 00:00:00,00:00:00,1.0,13.125
2004-03-30 01:00:00,01:00:00,0.7,11.649999856949
2004-03-30 02:00:00,02:00:00,0.7,10.5
2004-03-30 03:00:00,03:00:00,0.8,11.674999952316
2004-03-30 04:00:00,04:00:00,-200.0,12.224999904633
2004-03-30 05:00:00,05:00:00,0.7,12.924999952316
2004-03-30 06:00:00,06:00:00,1.1,11.274999856949
